Neighborhood,MSSubClass,Exterior1st,Exterior2nd,SaleType,MSZoning,SalePrice,Id,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,KitchenQual_MISSING
22,16,13,15,9,6,263435,461,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10,11,7,4,7,5,155000,462,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,12,8,6,7,5,62383,463,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,11,9,8,7,5,188700,464,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,12,10,10,7,5,124000,465,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17,15,13,15,7,3,178740,466,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,12,12,7,5,167000,467,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,11,8,6,7,5,146500,468,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,12,13,15,7,5,250000,469,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14,16,10,10,7,5,187000,470,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,15,10,10,7,5,212000,471,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
16,16,6,12,7,5,190000,472,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6,2,13,15,7,3,148000,473,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,12,13,15,9,5,440000,474,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24,15,14,16,7,5,251000,475,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,12,10,10,7,5,132500,476,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,12,13,15,7,5,208900,477,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,16,13,15,7,5,380000,478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,7,5,297000,479,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,3,9,8,7,3,89471,480,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26,12,13,15,7,5,326000,481,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,12,13,15,7,5,374000,482,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,11,9,8,7,3,155000,483,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13,15,13,15,7,3,164000,484,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,12,10,12,7,5,132500,485,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,8,6,7,5,147000,486,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,8,6,7,5,156000,487,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16,12,12,12,7,5,175000,488,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,5,7,4,5,5,160000,489,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,2,14,16,7,3,86000,490,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,10,14,16,7,3,115000,491,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
11,6,7,4,7,5,133000,492,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15,16,13,15,9,5,172785,493,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
11,12,11,4,7,5,155000,494,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,3,8,6,7,3,91300,495,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,3,7,4,7,2,34900,496,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,12,11,11,7,5,430000,497,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,6,7,4,7,5,184000,498,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,12,10,10,7,5,130000,499,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,8,6,7,5,120000,500,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4,10,10,10,7,3,113000,501,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,16,13,15,7,6,226700,502,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6,12,8,6,7,5,140000,503,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,12,11,4,7,5,289000,504,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,10,12,9,7,5,147000,505,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,7,7,4,4,3,124500,506,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14,16,13,15,7,5,215000,507,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,12,13,15,9,6,208300,508,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,11,8,6,7,3,161000,509,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,8,6,7,5,124500,510,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,7,4,7,5,164900,511,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,15,13,15,9,5,202665,512,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11,12,13,15,7,5,129900,513,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13,12,13,15,7,5,134000,514,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
20,4,7,4,7,5,96500,515,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26,12,14,16,9,5,402861,516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,14,10,10,4,5,158000,517,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,16,13,15,7,5,265000,518,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,16,13,15,7,5,211000,519,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20,11,8,6,7,5,234000,520,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,8,6,7,5,106250,521,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,12,13,15,7,5,150000,522,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,6,14,16,7,3,159000,523,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,16,14,16,9,5,184750,524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25,16,13,15,7,5,315750,525,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,12,13,15,7,6,176000,526,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,7,4,7,5,132000,527,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,16,13,15,9,5,446261,528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,3,7,4,7,5,86000,529,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,12,7,13,7,5,200624,530,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
23,14,10,10,7,5,175000,531,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11,7,4,7,3,128000,532,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,13,15,7,5,107500,533,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7,12,13,15,7,5,39300,534,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
15,16,13,15,7,5,178000,535,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,5,8,6,7,5,107500,536,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,16,13,15,7,5,188000,537,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,8,6,4,5,111250,538,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,12,12,12,7,5,158000,539,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,12,13,15,7,5,272000,540,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23,12,13,15,7,5,315000,541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,16,13,15,7,5,248000,542,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,12,13,15,7,5,213250,543,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,15,8,6,7,4,133000,544,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,16,13,15,9,5,179665,545,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16,6,10,10,7,5,229000,546,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7,6,11,4,7,5,210000,547,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,8,13,15,7,5,129500,548,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,12,8,6,7,3,125000,549,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,16,13,15,7,6,263000,550,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12,15,12,12,4,5,140000,551,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,12,11,11,7,3,112500,552,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26,12,13,15,7,5,255500,553,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,12,13,15,7,5,108000,554,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,16,13,15,7,5,284000,555,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,4,8,6,7,3,113000,556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,12,7,4,7,5,141000,557,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,6,8,6,4,2,108000,558,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15,16,10,10,7,5,175000,559,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17,15,13,15,7,5,234000,560,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,12,7,4,7,5,121500,561,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13,12,10,10,7,5,170000,562,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,3,6,5,7,5,108000,563,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,6,7,4,7,5,185000,564,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,16,10,10,7,5,268000,565,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10,11,7,4,7,5,128000,566,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
24,16,13,15,7,5,325000,567,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,12,13,15,7,5,214000,568,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14,6,7,4,7,5,316600,569,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,7,8,6,7,5,135960,570,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,7,10,10,7,5,142600,571,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,12,6,5,7,5,120000,572,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,16,13,15,9,5,224500,573,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
15,14,13,15,7,5,170000,574,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,14,8,7,7,5,139000,575,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,6,8,6,4,5,118500,576,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,6,7,4,7,5,145000,577,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8,14,13,15,7,5,164500,578,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,10,13,15,7,6,146000,579,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,8,6,7,3,131500,580,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,7,4,7,5,181900,581,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,12,13,15,9,5,253293,582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,7,10,10,7,5,118500,583,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,13,7,4,7,3,325000,584,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,6,5,3,7,3,133000,585,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,12,13,15,9,5,369900,586,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7,3,9,5,7,5,130000,587,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,8,10,10,7,5,137000,588,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19,12,7,4,7,5,143000,589,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,9,13,15,7,3,79500,590,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,16,13,15,7,5,185900,591,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,16,14,16,3,5,451950,592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13,12,10,10,7,5,138000,593,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,15,13,15,7,3,140000,594,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,10,10,7,5,110000,595,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24,12,13,17,9,5,319000,596,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,11,13,15,7,3,114504,597,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,15,13,15,9,5,194201,598,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20,12,12,12,7,5,217500,599,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,10,8,6,4,3,151000,600,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,16,13,15,7,5,275000,601,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,6,7,4,7,3,141000,602,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
14,16,10,10,7,5,220000,603,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,10,8,6,7,6,151000,604,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,7,5,221000,605,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,16,10,10,7,5,205000,606,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,12,13,15,7,5,152000,607,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6,12,8,6,7,5,225000,608,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,11,11,4,7,5,359100,609,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
8,12,13,15,7,5,118500,610,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18,16,13,15,7,5,313000,611,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,14,10,10,7,5,148000,612,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,16,13,15,7,5,261500,613,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13,12,13,15,9,5,147000,614,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,14,16,7,3,75500,615,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,8,8,6,7,5,137500,616,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,16,13,15,7,5,183200,617,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,4,8,6,7,5,105500,618,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26,12,14,16,9,5,314813,619,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23,16,13,15,7,5,305000,620,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,3,9,8,7,5,67000,621,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16,16,10,10,7,5,240000,622,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,12,12,12,7,5,135000,623,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,10,8,6,7,6,168500,624,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,16,13,15,7,5,165150,625,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,7,4,7,5,160000,626,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,12,7,4,7,5,139900,627,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,14,5,3,7,5,153000,628,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,16,12,12,7,5,135000,629,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
11,14,12,4,7,5,168500,630,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,11,13,15,7,3,124000,631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,15,13,15,7,5,209500,632,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,12,12,12,7,5,82500,633,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11,12,7,4,7,5,139400,634,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,7,12,12,7,5,144000,635,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10,5,13,15,7,4,200000,636,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,5,3,6,3,60000,637,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5,5,7,4,7,3,93000,638,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6,3,8,4,7,5,85000,639,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17,15,13,15,9,5,264561,640,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26,15,8,6,7,5,274000,641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,16,13,15,7,6,226000,642,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,14,12,4,7,5,345000,643,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16,16,6,10,7,5,152000,644,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,12,14,16,9,6,370878,645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11,12,12,12,7,5,143250,646,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,12,8,6,7,5,98300,647,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,12,7,4,7,5,155000,648,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,16,8,6,7,5,155000,649,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,2,14,16,7,3,84500,650,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22,16,14,16,7,6,205950,651,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,11,8,6,7,5,108000,652,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,16,13,15,7,5,191000,653,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,6,8,6,7,3,135000,654,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,12,8,6,7,5,350000,655,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,10,10,14,7,3,88000,656,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11,12,10,10,7,5,145500,657,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,11,9,5,7,5,149000,658,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,6,13,15,7,5,97500,659,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,12,8,6,7,5,167000,660,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,16,12,12,7,5,197900,661,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25,16,13,15,7,5,402000,662,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,7,4,7,5,110000,663,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,8,12,12,7,5,137500,664,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,12,13,15,9,5,423000,665,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15,16,13,15,7,5,230500,666,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,16,12,12,7,5,129000,667,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,12,10,10,7,5,193500,668,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,12,14,4,7,5,168000,669,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,3,8,6,7,5,137500,670,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,16,13,15,7,5,173500,671,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,11,7,4,7,4,103600,672,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21,12,12,12,7,5,165000,673,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20,12,14,16,7,5,257500,674,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,10,10,7,5,140000,675,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,10,12,9,7,5,148500,676,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,11,5,8,7,3,87000,677,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5,3,13,15,7,5,109500,678,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,12,13,15,9,5,372500,679,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,12,7,4,7,5,128500,680,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14,15,12,12,7,5,143000,681,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10,6,13,8,7,4,159434,682,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,15,7,4,7,5,173000,683,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,7,5,285000,684,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,16,13,15,7,5,221000,685,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
24,10,10,10,7,5,207500,686,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22,16,13,15,9,6,227875,687,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22,10,8,6,7,6,148800,688,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,12,8,6,9,5,392000,689,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26,15,13,15,7,5,194700,690,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,15,13,15,7,3,141000,691,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,16,10,10,7,5,755000,692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
